d,n_rounds,lambda_idle,lambda_mr_idle,lambda_czz,dem_method,use_czz,basis,noise_model,independent_channels,error_rates,lattice_style,cz_direction,decoder,decoder_params,p,n_shots,n_fails,uuid
23,23,0.1,0.1,1.0,corr_decomp_appdis,False,z,SI1000,False,sweep_lin,rotated,11,pymatching,{},0.004,100000,21,data_20250701_140808_4b8f54e6.csv
23,23,0.1,0.1,1.0,corr_decomp_appdis,False,z,SI1000,False,sweep_lin,rotated,11,pymatching,{},0.005,100000,322,data_20250701_140808_4b8f54e6.csv
23,23,0.1,0.1,1.0,corr_decomp_appdis,False,z,SI1000,False,sweep_lin,rotated,11,pymatching,{},0.006,100000,2978,data_20250701_140808_4b8f54e6.csv
23,23,0.5,0.5,1.0,corr_decomp_appdis,False,x,SI1000,False,sweep_lin,rotated,11,pymatching,{},0.001,1000000,0,data_20250920_181901_9fe0ae41.csv
23,23,0.5,0.5,1.0,corr_decomp_appdis,False,x,SI1000,False,sweep_lin,rotated,11,pymatching,{},0.002,1000000,0,data_20250920_181901_9fe0ae41.csv
23,23,0.5,0.5,1.0,corr_decomp_appdis,False,x,SI1000,False,sweep_lin,rotated,11,pymatching,{},0.003,1000000,64,data_20250920_181901_9fe0ae41.csv
23,23,0.5,0.5,1.0,corr_decomp_appdis,False,x,SI1000,False,sweep_lin,rotated,11,pymatching,{},0.004,1000000,3117,data_20250920_181901_9fe0ae41.csv
23,23,0.5,0.5,1.0,corr_decomp_appdis,False,x,SI1000,False,sweep_lin,rotated,11,pymatching,{},0.005,490000,20286,data_20250920_181901_9fe0ae41.csv
23,23,0.5,0.5,1.0,corr_decomp_appdis,False,x,SI1000,False,sweep_lin,rotated,11,pymatching,{},0.006,210000,40781,data_20250920_181901_9fe0ae41.csv
23,23,0.5,0.5,1.0,corr_decomp_appdis,False,x,SI1000,False,sweep_lin,rotated,11,pymatching,{},0.007,130000,51263,data_20250920_181901_9fe0ae41.csv
23,23,0.1,0.1,1.0,corr_decomp_appdis,False,x,SI1000,False,sweep_lin,rotated,11,pymatching,{},0.004,100000,11,data_20250701_140808_7c7294e0.csv
23,23,0.1,0.1,1.0,corr_decomp_appdis,False,x,SI1000,False,sweep_lin,rotated,11,pymatching,{},0.005,100000,280,data_20250701_140808_7c7294e0.csv
23,23,0.1,0.1,1.0,corr_decomp_appdis,False,x,SI1000,False,sweep_lin,rotated,11,pymatching,{},0.006,100000,2591,data_20250701_140808_7c7294e0.csv
23,23,0.5,0.5,1.0,corr_decomp_appdis,False,z,SI1000,False,sweep_lin,rotated,11,pymatching,{},0.001,1000000,0,data_20250920_171948_b3304a82.csv
23,23,0.5,0.5,1.0,corr_decomp_appdis,False,z,SI1000,False,sweep_lin,rotated,11,pymatching,{},0.002,1000000,0,data_20250920_171948_b3304a82.csv
23,23,0.5,0.5,1.0,corr_decomp_appdis,False,z,SI1000,False,sweep_lin,rotated,11,pymatching,{},0.003,1000000,79,data_20250920_171948_b3304a82.csv
23,23,0.5,0.5,1.0,corr_decomp_appdis,False,z,SI1000,False,sweep_lin,rotated,11,pymatching,{},0.004,1000000,3392,data_20250920_171948_b3304a82.csv
23,23,0.5,0.5,1.0,corr_decomp_appdis,False,z,SI1000,False,sweep_lin,rotated,11,pymatching,{},0.005,470000,20443,data_20250920_171948_b3304a82.csv
23,23,0.5,0.5,1.0,corr_decomp_appdis,False,z,SI1000,False,sweep_lin,rotated,11,pymatching,{},0.006,200000,40225,data_20250920_171948_b3304a82.csv
23,23,0.5,0.5,1.0,corr_decomp_appdis,False,z,SI1000,False,sweep_lin,rotated,11,pymatching,{},0.007,130000,52005,data_20250920_171948_b3304a82.csv
