d,n_rounds,lambda_idle,lambda_mr_idle,lambda_czz,dem_method,use_czz,basis,noise_model,independent_channels,error_rates,lattice_style,cz_direction,decoder,decoder_params,p,n_shots,n_fails,uuid
11,11,0.5,0.5,1.0,corr_decomp_appdis,False,x,SI1000,False,sweep_logarithmic,rotated,11,beliefmatching,{'max_bp_iters': 11},0.00054,100000,0,data_20250924_161831_c7b5915c.csv
11,11,0.5,0.5,1.0,corr_decomp_appdis,False,x,SI1000,False,sweep_logarithmic,rotated,11,beliefmatching,{'max_bp_iters': 11},0.00095,100000,0,data_20250924_161831_c7b5915c.csv
11,11,0.5,0.5,1.0,corr_decomp_appdis,False,x,SI1000,False,sweep_logarithmic,rotated,11,beliefmatching,{'max_bp_iters': 11},0.00167,100000,7,data_20250924_161831_c7b5915c.csv
11,11,0.5,0.5,1.0,corr_decomp_appdis,False,x,SI1000,False,sweep_logarithmic,rotated,11,beliefmatching,{'max_bp_iters': 11},0.00293,100000,112,data_20250924_161831_c7b5915c.csv
11,11,0.1,0.1,1.0,corr_decomp_appdis,True,x,SI1000,False,sweep_thr,rotated,24,beliefmatching,{'max_bp_iters': 11},0.0087,1000,95,data_20250604_152401_50188f7e.csv
11,11,0.1,0.1,1.0,corr_decomp_appdis,True,x,SI1000,False,sweep_thr,rotated,24,beliefmatching,{'max_bp_iters': 11},0.00897,1000,132,data_20250604_152401_50188f7e.csv
11,11,0.1,0.1,1.0,corr_decomp_appdis,True,x,SI1000,False,sweep_thr,rotated,24,beliefmatching,{'max_bp_iters': 11},0.00923,1000,114,data_20250604_152401_50188f7e.csv
11,11,0.1,0.1,1.0,corr_decomp_appdis,True,x,SI1000,False,sweep_thr,rotated,24,beliefmatching,{'max_bp_iters': 11},0.0095,1000,155,data_20250604_152401_50188f7e.csv
11,11,0.5,0.5,1.5,corr_decomp_appdis,True,x,SI1000,False,sweep_thr,rotated,24,beliefmatching,{'max_bp_iters': 11},0.0068,1000,100,data_20250923_194459_c2a535a3.csv
11,11,0.5,0.5,1.5,corr_decomp_appdis,True,x,SI1000,False,sweep_thr,rotated,24,beliefmatching,{'max_bp_iters': 11},0.00707,1000,111,data_20250923_194459_c2a535a3.csv
11,11,0.5,0.5,1.5,corr_decomp_appdis,True,x,SI1000,False,sweep_thr,rotated,24,beliefmatching,{'max_bp_iters': 11},0.00733,1000,122,data_20250923_194459_c2a535a3.csv
11,11,0.5,0.5,1.5,corr_decomp_appdis,True,x,SI1000,False,sweep_thr,rotated,24,beliefmatching,{'max_bp_iters': 11},0.0076,1000,140,data_20250923_194459_c2a535a3.csv
11,11,0.5,0.5,1.5,corr_decomp_appdis,True,x,SI1000,False,sweep_thr,rotated,24,beliefmatching,{'max_bp_iters': 11},0.00787,1000,166,data_20250923_194459_c2a535a3.csv
11,11,0.5,0.5,1.5,corr_decomp_appdis,True,x,SI1000,False,sweep_thr,rotated,24,beliefmatching,{'max_bp_iters': 11},0.00813,1000,174,data_20250923_194459_c2a535a3.csv
11,11,0.5,0.5,1.5,corr_decomp_appdis,True,x,SI1000,False,sweep_thr,rotated,24,beliefmatching,{'max_bp_iters': 11},0.0084,1000,211,data_20250923_194459_c2a535a3.csv
11,11,0.5,0.5,1.5,corr_decomp_appdis,True,x,SI1000,False,sweep_thr,rotated,24,beliefmatching,{'max_bp_iters': 11},0.00867,1000,236,data_20250923_194459_c2a535a3.csv
11,11,0.5,0.5,1.5,corr_decomp_appdis,True,x,SI1000,False,sweep_thr,rotated,24,beliefmatching,{'max_bp_iters': 11},0.00893,1000,255,data_20250923_194459_c2a535a3.csv
11,11,0.5,0.5,1.5,corr_decomp_appdis,True,x,SI1000,False,sweep_thr,rotated,24,beliefmatching,{'max_bp_iters': 11},0.0092,1000,288,data_20250923_194459_c2a535a3.csv
11,11,0.1,0.1,1.0,corr_decomp_appdis,False,z,SI1000,False,sweep_thr,rotated,11,pymatching,{},0.0055,100000,2796,data_20250602_162322_4e08cd7d.csv
11,11,0.1,0.1,1.0,corr_decomp_appdis,False,z,SI1000,False,sweep_thr,rotated,11,pymatching,{},0.00577,100000,3599,data_20250602_162322_4e08cd7d.csv
11,11,0.1,0.1,1.0,corr_decomp_appdis,False,z,SI1000,False,sweep_thr,rotated,11,pymatching,{},0.00603,100000,4481,data_20250602_162322_4e08cd7d.csv
